Pmid	Fbid	Synonym	Paragraph
24945799	FBgn0001320	KNI|KNIRPS	Steroid hormones play important roles in physiology and disease. These hormones are molecules produced and secreted by endocrine cells in the body and control sexual maturation, metabolism and reproduction. We found transcriptional regulators that underlie the specialized function of endocrine steroid-producing cells. In the steroid-producing cells of the fruit fly Drosophila, Ventral veins lacking (Vvl) and Knirps (Kni) turn on all the genes required for steroid production. When Vvl or Kni were inactivated in the cells where the hormone is made, the genes involved in steroid production were not activated. Because of the reduced steroid production, the juvenile larvae failed to develop and undergo maturation to adulthood. Inactivation of Vvl and Kni also reduces endocrine cell growth by disturbing their response to growth promoting signals. Genetic variations in humans with the loss of a homolog of Vvl have been associated with disorders caused by insufficient steroid production. Together with the fact that Vvl is highly expressed in the steroid-producing cells of Drosophila, this suggests that Vvl may be a conserved master regulator of steroid production. Our findings provide insight into the network of factors that control endocrine cell function and steroid hormone levels that could have implication for human diseases.
24945799	FBgn0004959	PHANTOM	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0000449	DIB|DISEMBODIED	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0262112	SRO|SHROUD	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0003486	SPO|SPOOK	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0086917	SPOK|SPOOKIER	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0003388	SHADE	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0015781	REDUCTASE	Despite the importance of the coordinated expression in endocrine cells of the steroidogenic enzymes, the PG specific transcriptional regulatory networks that underlie steroidogenic cell function remain unknown. The steroidogenic function of the PG cells is defined by the restricted expression of the genes involved in ecdysone biosynthesis that mediate the conversion of cholesterol to ecdysone. The components of the ecdysone biosynthetic pathway include the Rieske-domain protein Neverland (Nvd) [4], [5], the short-chain dehydrogenase/reductase Shroud (Sro) [6] and the P450 enzymes Spook (Spo), Spookier (Spok), Phantom (Phm), Disembodied (Dib) and Shadow (Sad) [7]–[12] collectively referred to as the Halloween genes. Ecdysone produced by the PG is released into circulation and converted into the more active hormone, 20-hydroxyecdysone (20E), in peripheral tissues by the P450 enzyme, Shade (Shd) [13], [14].
24945799	FBgn0013323	PTTH|PROTHORACICOTROPIC HORMONE	The cell-type specific pattern and precise dynamics of the ecdysone titers suggest a tight transcriptional regulation of the biosynthetic enzymes in the PG. This is likely orchestrated by multiple transcription factors working in a network to achieve spatial and temporal control of steroid hormone production during development. The composition of this tissue-specific transcriptional regulation remains largely elusive, although some transcription factors are known to regulate ecdysone production in the PG [15]-[18]. The nuclear receptor DHR4 functions as a repressor of ecdysone biosynthesis in the PG and responds to prothoracicotropic hormone (PTTH) mediated activation of the mitogen-activated protein kinase (MAPK) pathway [17]. Loss of βFTZ-F1 in the PG has also been associated with reduced expression of phm and dib
24945799	FBgn0001078	ΒFTZ-F1	The cell-type specific pattern and precise dynamics of the ecdysone titers suggest a tight transcriptional regulation of the biosynthetic enzymes in the PG. This is likely orchestrated by multiple transcription factors working in a network to achieve spatial and temporal control of steroid hormone production during development. The composition of this tissue-specific transcriptional regulation remains largely elusive, although some transcription factors are known to regulate ecdysone production in the PG [15]-[18]. The nuclear receptor DHR4 functions as a repressor of ecdysone biosynthesis in the PG and responds to prothoracicotropic hormone (PTTH) mediated activation of the mitogen-activated protein kinase (MAPK) pathway [17]. Loss of βFTZ-F1 in the PG has also been associated with reduced expression of phm and dib
24945799	FBgn0010328	WOC|WITHOUT CHILDREN	[18]. The zing-finger protein Without children (Woc) is required for ecdysone biosynthesis [19], although the pathway component regulated by Woc has not been identified. However, it is unclear if Woc, βFTZ-F1 and DHR4 bind directly to the regulatory regions that control expression of the ecdysone biosynthetic genes. In contrast, we recently showed that the transcription factor Broad (Br) regulates expression of the genes involved in ecdysone biosynthesis by direct binding to their promoters/enhancers [20]. Although these factors may be important for steroidogenic gene expression, other factors are likely required for the transcriptional regulatory network that defines the PG cell-specific expression of the ecdysone biosynthetic pathway components.
24945799	FBgn0001078	ΒFTZ-F1	[18]. The zing-finger protein Without children (Woc) is required for ecdysone biosynthesis [19], although the pathway component regulated by Woc has not been identified. However, it is unclear if Woc, βFTZ-F1 and DHR4 bind directly to the regulatory regions that control expression of the ecdysone biosynthetic genes. In contrast, we recently showed that the transcription factor Broad (Br) regulates expression of the genes involved in ecdysone biosynthesis by direct binding to their promoters/enhancers [20]. Although these factors may be important for steroidogenic gene expression, other factors are likely required for the transcriptional regulatory network that defines the PG cell-specific expression of the ecdysone biosynthetic pathway components.
24945799	FBgn0086680	VVL|VENTRAL VEINS LACKING	Here, we report a novel role for Ventral veins lacking (Vvl) and Knirps (Kni) in regulating ecdysteroidogenesis in Drosophila. The cis-regulatory elements responsible for PG specific expression of spok, phm and dib contain conserved Vvl and Kni binding sites. Expression of vvl is high in the PG compared to the whole animal, while kni expression is less PG-specific. Knock down of vvl and kni in the PG results in larval developmental arrest due to impaired ecdysone production. We show that Vvl and Kni specifically regulate expression of all the ecdysone biosynthetic enzymes through functionally important regulatory sites. Furthermore, we find that Molting defective (Mld) specifically regulates enzymes that catalyze early steps in the ecdysone biosynthetic pathway. Our study identifies Vvl as a PG cell-specific transcription factor that underlies steroidogenic cell function. We conclude that Vvl and Kni are involved in the transcriptional regulatory network of the PG that coordinates expression of biosynthetic enzymes required for ecdysone production during Drosophila development.
24945799	FBgn0001320	KNI|KNIRPS	Here, we report a novel role for Ventral veins lacking (Vvl) and Knirps (Kni) in regulating ecdysteroidogenesis in Drosophila. The cis-regulatory elements responsible for PG specific expression of spok, phm and dib contain conserved Vvl and Kni binding sites. Expression of vvl is high in the PG compared to the whole animal, while kni expression is less PG-specific. Knock down of vvl and kni in the PG results in larval developmental arrest due to impaired ecdysone production. We show that Vvl and Kni specifically regulate expression of all the ecdysone biosynthetic enzymes through functionally important regulatory sites. Furthermore, we find that Molting defective (Mld) specifically regulates enzymes that catalyze early steps in the ecdysone biosynthetic pathway. Our study identifies Vvl as a PG cell-specific transcription factor that underlies steroidogenic cell function. We conclude that Vvl and Kni are involved in the transcriptional regulatory network of the PG that coordinates expression of biosynthetic enzymes required for ecdysone production during Drosophila development.
24945799	FBgn0086680	VVL	We analyzed the phm and dib PG specific regulatory elements for transcription factor binding sites. Our in silico search revealed conserved binding sites for the POU-domain transcription factor Vvl and the nuclear receptor Kni in the phm promoter and dib enhancer (Fig. 1A and S1). Analysis of the phm promoter identified one conserved Vvl site and four Kni sites of which three are highly conserved, indicating that they are important regulatory sites. In support of this, mutations disrupting the Vvl site and one of the conserved Kni sites eliminate PG specific GFP reporter expression [20]. In contrast, mutations in the non-conserved Kni binding sites do not reduce PG expression. The third intron dib enhancer also contains one Vvl site and two Kni sites, both in regions that have been conserved. We also identified a 300 bp PG specific promoter for spok, encoding an enzyme that acts at an early step in the ecdysone biosynthetic pathway [9]. This element located −331 to −32 bp upstream of translation start drives specific PG reporter GFP expression. This spok promoter contains three Vvl and three Kni binding sites, although these sites are less conserved compared to the Vvl and Kni sites identified in the phm and dib regulatory elements. Expression of spok has previously been reported to require Molting defective (Mld), a nuclear zinc finger protein [9]. Since the DNA binding sequence motif for Mld has not yet been characterized, we were unable to examine potential Mld binding sites in the spok promoter.
24945799	FBgn0001320	KNI	We analyzed the phm and dib PG specific regulatory elements for transcription factor binding sites. Our in silico search revealed conserved binding sites for the POU-domain transcription factor Vvl and the nuclear receptor Kni in the phm promoter and dib enhancer (Fig. 1A and S1). Analysis of the phm promoter identified one conserved Vvl site and four Kni sites of which three are highly conserved, indicating that they are important regulatory sites. In support of this, mutations disrupting the Vvl site and one of the conserved Kni sites eliminate PG specific GFP reporter expression [20]. In contrast, mutations in the non-conserved Kni binding sites do not reduce PG expression. The third intron dib enhancer also contains one Vvl site and two Kni sites, both in regions that have been conserved. We also identified a 300 bp PG specific promoter for spok, encoding an enzyme that acts at an early step in the ecdysone biosynthetic pathway [9]. This element located −331 to −32 bp upstream of translation start drives specific PG reporter GFP expression. This spok promoter contains three Vvl and three Kni binding sites, although these sites are less conserved compared to the Vvl and Kni sites identified in the phm and dib regulatory elements. Expression of spok has previously been reported to require Molting defective (Mld), a nuclear zinc finger protein [9]. Since the DNA binding sequence motif for Mld has not yet been characterized, we were unable to examine potential Mld binding sites in the spok promoter.
24945799	FBgn0263490	MLD|MOLTING DEFECTIVE|MOLTING	We analyzed the phm and dib PG specific regulatory elements for transcription factor binding sites. Our in silico search revealed conserved binding sites for the POU-domain transcription factor Vvl and the nuclear receptor Kni in the phm promoter and dib enhancer (Fig. 1A and S1). Analysis of the phm promoter identified one conserved Vvl site and four Kni sites of which three are highly conserved, indicating that they are important regulatory sites. In support of this, mutations disrupting the Vvl site and one of the conserved Kni sites eliminate PG specific GFP reporter expression [20]. In contrast, mutations in the non-conserved Kni binding sites do not reduce PG expression. The third intron dib enhancer also contains one Vvl site and two Kni sites, both in regions that have been conserved. We also identified a 300 bp PG specific promoter for spok, encoding an enzyme that acts at an early step in the ecdysone biosynthetic pathway [9]. This element located −331 to −32 bp upstream of translation start drives specific PG reporter GFP expression. This spok promoter contains three Vvl and three Kni binding sites, although these sites are less conserved compared to the Vvl and Kni sites identified in the phm and dib regulatory elements. Expression of spok has previously been reported to require Molting defective (Mld), a nuclear zinc finger protein [9]. Since the DNA binding sequence motif for Mld has not yet been characterized, we were unable to examine potential Mld binding sites in the spok promoter.
24945799	FBgn0086680	VVL	The observation of Vvl and Kni binding sites in the promoter/enhancer of the steroidogenic enzymes prompted us to verify if these transcription factors are expressed in the PG. We performed in situ hybridization on third instar larvae and observed an intense staining of vvl mRNA in the PG (Fig. 1B). Moreover, strong embryonic vvl expression is seen in the primordium of the PG from stage 13. Importantly, the appearance of vvl in the PG precedes that of the biosynthetic genes which are expressed by stage 15 in the PG primordium [11], [12]. Although in situ expression of kni was undetectable in the PG of embryos, expression in the PG was observed at the L3 stage (Fig 1B). We also detected expression of vvl in nurse and follicle cells of adult female ovaries (Fig. S1).
24945799	FBgn0001320	KNI	The observation of Vvl and Kni binding sites in the promoter/enhancer of the steroidogenic enzymes prompted us to verify if these transcription factors are expressed in the PG. We performed in situ hybridization on third instar larvae and observed an intense staining of vvl mRNA in the PG (Fig. 1B). Moreover, strong embryonic vvl expression is seen in the primordium of the PG from stage 13. Importantly, the appearance of vvl in the PG precedes that of the biosynthetic genes which are expressed by stage 15 in the PG primordium [11], [12]. Although in situ expression of kni was undetectable in the PG of embryos, expression in the PG was observed at the L3 stage (Fig 1B). We also detected expression of vvl in nurse and follicle cells of adult female ovaries (Fig. S1).
24945799	FBgn0086680	VVL	Using specific antibodies, we also confirmed that Vvl and Kni are expressed in the PG and that these transcription factors localize in the nucleus (Fig. 1C). Although kni expression was not detected using in situ hybridization in the embryonic PG, expression of Kni was found in the PG at the L2 stage (Fig. S1). Next, we quantified vvl and kni expression in the ring gland (an organ with by far the most of its volume constituted by PG cells) compared to the whole body in order to see if these transcription factors are enriched in the PG (Fig. 1D). As a control, we measured phm expression, which indeed is highly expressed in the PG compared to the whole animal and mld, encoding a factor with a specific role in the PG, but with a broader expression pattern (Fig. 1D and S1) [12], [21]. Expression of vvl was highly enriched in the ring gland, like phm, while kni expression was less specific to this tissue similar to mld.
